id,latitude,longitude,last_scraped,description
649335497970378489,55.9436,-3.22457,2024-02-19,Spacious and freshly refurbished ground floor apartment on a quiet residential street in the heart of Edinburgh
649682721542418743,55.9482039,-3.135633,2022-07-17,"Bright double room available in a flat, 10 minutes walk from Holyrood park. <br /><br />With bus stop to the city centre 2 minutes away.<br /><br />Can get to the heart of the city in 10 minutes by bus.<br /><br />Located in the quiet residential area of mountcastle."
649726586082942535,55.93510277711359,-3.2329937153290924,2023-02-14,"This south facing flat is a bright, clean and cosy place to stay. There is a large bedroom with a walk in wardrobe and box room off of it. A newly installed, well equipped kitchen and stylish bathroom complete with bath and heater mirror. There are amazing views over the Caledonian Brewery in this central flat. <br /><br />Great transport links to the city centre with multiple buses stopping less then 5 minutes away. Tram stop is also nearby and the city centre within walking distance."
649899237559635592,55.964534,-3.181322,2023-07-15,"Lovely double room in Victorian Edinburgh tenement. Peaceful street, centrallly located. Suitable for cat lovers, as outgoing Arthur cat will visit you. 5 minute drive, 15 minute walk to Princess Street. Set off lively Leith Walk, restaurants, cafes, bars, cuisine from around the world. Large shared garden. Bathroom and kitchen, shared with host. Working area, wooden shutters, arm chairs, extra blankets, towels provided. Kitchen with hob, microwave, fridge and oven."
649949208920856716,55.95887,-3.31699,2024-05-21,New self contained studio located in the Cammo area of Edinburgh. Fully furnished to a high standard.<br /><br />The studio would suit a long term travel couple or student looking to come to the city while having a peaceful setting having access to city by car or bus. The well know for walks withing the cammo estate and river almond to cramond.<br />No washing machine however access to owner occupier can be arranged<br /><br />15 mins - Edin airport<br />Bus to town.<br />13 mins stroll to 'no43' stop and 20 mins to city center
650016754768240838,55.91427805124103,-3.247883878648281,2023-03-17,We live in the leafy conservation village of Colinton . Our house is at the end of a cul-de-sac and is very peaceful. We enjoy hosting guests from all over the world and sharing our tips and advice for making your stay in Edinburgh a memorable one.
651627830650976148,55.95208925848014,-3.2080236787175447,2022-07-17,"**Grand Palais Suite by Bonjour Residences, hosted by experienced 5* hosts**<br /><br />Perfect for group / family trips, workcations, contractors & professionals for up to 6 people<br /><br />In light of COVID-19, we have implemented the following measures:<br />✓ Strict cleaning protocols following the Association of Scotland's Self-Caterers (ASSC) focusing on high-touch areas<br />✓ Free masks & hand sanitizer<br /><br /><b>The space</b><br />The Grand Palais Suite by Bonjour Residences is an elegantly furnished Georgian apartment overlooking Charlotte Square, is in the heart of the New Town, a UNESCO world heritage site. It is equipped with everything required for a perfect stay in Scotland's historic capital city, and is surrounded by a wealth of shops, bars and restaurants. Many popular places of interest are within a short walking distance.<br />The second floor accommodation, which benefits from east and west aspects, offers superb natural light throughout. The spacious sitting"
652009529936605460,55.96726551451398,-3.1902776699277133,2022-07-17,"Apartment is situated in a sought after location close to excellent local amenities and within easy reach of the City Centre. Ultimate place for guests who likes peaceful quite safe area, walking distance to Edinburgh City centre, Royal Botanic Garden, St James Centre, Cinema, Princes Street, Tram/Railway Stations, Carlton Hill & Leith Walk. About 1.6 miles to Holyrood Palace, Scottish Parliament, Edinburgh Castle, Royal Mile, High Street, Royal Yacht Britannia and in 2.3 miles Arthur Seat.<br /><br /><b>The space</b><br />Modern spacious apartment with FREE residents private parking space.  This apartment features two bedroom with ensuite shower room and common bathroom, fully equipped kitchen with Fridge, Freezer, Dishwasher, Gas Cooker, Electric Oven, Microwave, Toaster and Kettle.<br /><br />Just 400 metres away Super Market Lidl, Tesco, Costa Coffee,  Chinese & Greek restaurants.<br /><br /><b>Other things to note</b><br />*  Standard check-in time is 4pm onwards<br />*  Check-out"
652829647000811453,55.92074,-3.2211,2022-12-16,Private room on separate floor level to rest of the property. Great location with excellent bus services running every 12 mins to city centre. Located near bus stops just of the main road into city centre.10 mins walk to bustling Morningside shops/restaurants/bars district.7 mins walk to Braid of Hermitage nature reserve. As this is a flat please respect neighbours by keeping evening noise to a minimum.
652861310237664805,55.9599,-3.18789,2024-02-19,"Welcome to our spacious double bedroom with a huge comfy superking-sized bed and en-suite shower room. Located in Edinburgh’s world heritage New Town, the restaurants and bars of bustling Broughton Street and the top of Leith Walk are on the doorstep, while all of Edinburgh’s sights are just a short walk away."
653356681767363833,55.94919,-3.2514,2022-07-17,"Surround yourself with style in this standout space. <br /><br />This stunning, boutique house is available from 1 August 2022 to 28 August 2022, perfect for exploring Edinburgh.<br /><br />Situated in Murrayfield, a 25 min walk from the West End of Edinburgh, this property has everything you need with fantastic entertaining space both inside and outside including a fire pit and BBQ. With 2 double bedrooms, 2 bathrooms with showers and bath, sitting room with dining area and kitchen, you will feel totally at home.<br /><br /><b>The space</b><br />On street parking on Murrayfield Road<br />No parking on Easter Belmont Road<br />Wifi, Sky, Netflix, Apple TV, Prime Video<br />Washing machine and dryer<br />Fridge, no freezer<br />Beautifully designed spiral staircase<br />BBQ and firepit and garden with outside dining area for entertaining<br /><br /><b>Guest access</b><br />Whole house with garden with 1 bedroom locked off.<br />This is a private house so we have our personal belongings "
653644428076850342,55.94065,-3.1721,2022-12-16,"Two bed flat max 10mins walk to the Pleasance area for Edinburgh International Festival <br />Lounge, with seperate kitchen. Shower room. <br />Bathroom. <br />Two Double beds.<br />Flat has added advantage of parking included. <br />Arthur Seat on the doorstep, 10mins walk to the Old/Tourist part of Edinburgh, good public transport. Next to Royal Commonwealth Pool<br /><br /><b>The space</b><br />Two bed flat max 10mins walk to the Pleasance area for Edinburgh International Festival <br />Lounge, with seperate kitchen. Shower room. <br />Bathroom. <br />Two Double beds.<br />Flat has added advantage of parking included. <br />Arthur Seat on the doorstep, 10mins walk to the Old/Tourist part of Edinburgh, good public transport. Next to Royal Commonwealth Pool<br /><br /><b>Guest access</b><br />Guests have full use of the entire flat."
654096011925535428,55.95148,-3.21907,2024-02-18,"Bright and aesthetically designed, this is the ideal home for guests who want to explore the city's main attractions."
654138678052731090,55.9621018,-3.1985057,2022-07-17,"Two bedroom flat located in Edinburgh New Town, available for the month of August.<br /><br />Just a 15 minute walk into the city centre/Royal Mile/Edinburgh Waverley train station. <br /><br />Situated in the Canonmills area, with lots of independent shops, cafes, parks, restaurants and bars on your doorstep. Private workspace also available as required. <br /><br />Two minute walk from nearest supermarket."
655786546822711781,55.94017,-3.21773,2022-07-17,"Double bedroom in a two bedrooms flat located near Bruntsfield and Merchiston. The Union Canal is only 1 minute walk away and Old Town only 15 mins walk.<br />The flat has a shared bathroom as well as a washing machine, iron + iron board, kitchen (no microwave though) and a shared living room.<br /><br /><b>The space</b><br />1 bedroom (double bed) with a shared bathroom, kitchen and living room.<br /><br /><b>Guest access</b><br />Bathroom, kitchen, living room"
655852768214846500,55.94421,-3.19403,2024-02-19,"1st Aug - 8th Aug WHOLE FLAT.<br />Please reach out for special discount if you can stay for the whole time. Can stay up to 4 guests (1 double bed 1 double sofa bed) <br /><br />A private Double bed is available for 2 guests.<br />Shared toilet, living room and kitchen with the host.<br />Perfect central location, everything in walking distance! Next to restaurants and supermarkets. Right next to the meadows Park!  Staying in a modern building within this historical city!"
655883317111622374,55.95067760154958,-3.187027908861637,2022-07-17,"Your family will be close to everything when you stay at this centrally-located place. You can’t get anything like this much central , we are waiting for your arrival , Royal mile , south bridge , Edinburgh, EH1"
656275925170137662,55.95118,-3.18447,2024-06-19,"Lovely, large and airy apartment in an unparalleled central location tucked between The High Street and Cowgate in a secluded, leafy courtyard. Around the corner from the buzz and excitement of the Royal Mile, the heart of Edinburgh’s historic Old Town is right at your doorstep. With its own story to tell, the apartment was built on the site of the Old Scottish Mint dating from the 1500s."
656522218796330551,55.98651049999999,-3.187981,2023-09-11,"I am plesure to rent for someone my second bedroom with a private bathroom. <br /><br />The block is situated in a peaceful and quiet place away from the busy street. There is a park in front of the building. From the lounge you can see the harbor and admire the beautiful sunrise in the morning. <br /><br />You can reach the apartment from the airport by taking bus number 200 or the tram. Bus 16 provides a 25-minute ride to central Edinburgh. For those traveling by car, there's free parking outside the building."
656522271122362519,55.96376,-3.27639,2024-02-19,Cozy room in Edinburgh City.<br />It’s a nice spacious room with basic equipments required for working from home.<br />Note: The room has glass door with roller blind for privacy. Take a look at the last picture.
656893804004493303,55.96015,-3.17261,2024-04-24,"Beautiful 2 bedroom flat on Easter Road. Newly refurbished and carpeted to a high<br />standard, this is a bright, modern, cosy second floor flat. Lovely high ceilings and tall double glazed windows. Enjoy plenty of extra room and comfort at this well decorated, fresh and comfy place. The Royal Mile and city centre attractions within 15 minutes walk."
656917223433352391,55.96480127121935,-3.17216318625097,2022-08-12,"2 bedroom duplex situated just off Leith Walk, perfect for a couple looking for a place to relax while visiting Edinburgh. The apartment is split across two floors: a living space and kitchen upstairs; two bedrooms and a bathroom downstairs. One bedroom is a very spacious double with lots of room for clothes / personal items. The second bedroom has a single bed which can pull out into a double. The flat is well located 25mins walk from Waverley and 40mins walk from the beach! Thanks!"
657119177471231207,55.93982758111303,-3.177445255182924,2022-07-17,"Enjoy this recently-renovated flat, perfectly situated for the Fringe Festival within walking distance of most venues and on most major bus routes.<br />Waverley Station:  20min walk<br />The Royal Mile: 15min walk<br />The Meadows: 5min walk<br />George Square: 8min walk<br />Holyrood Park/Arthur's Seat: 8min walk<br /><br />Three king sized beds, one en suite and one main bathroom. Bright and airy open plan kitchen, diner, and lounge."
657221156745492030,55.95571,-3.1622,2022-12-16,"A lovely room near to the city centre. The flat is 2 minutes away walking from Meadowbank Shopping Centre. The area got some great coffee shops. Portobello Beach is 30 minutes away (on foot) from the flat. Excellent transport access, the bus stop to the city centre is just in front of the flat. Sharing kitchen/bathroom/living room with a flatmate. Garden space is also available."
657858081952881516,55.9606618,-3.1820224,2024-02-19,"Our unique, recently renovated historic flat is perfectly situated to enjoy Edinburgh. It is within walking distance of Princes Street and most major central locations. Bus, tram and train connections are close by to take you everywhere in the city. We offer you an entire spacious flat which can easily accommodates up to 5 guests. Free parking!<br /><br />Pubs, restaurants, a cinema and theatre complex, the St James shopping centre, national galleries, Carlton Hill, etc, are virtually on your doorstep."
658331460293704299,55.96022,-3.14325,2022-11-07,"The comfortable double room for rent is located in an apartment with a living room, two double bedrooms, bathroom with tub and well-equipped kitchen. The recently renovated apartment is on the second and top floor of a house located in the residential area of Craigentinny Road.<br />The famous shopping street of Princes Street is located less than three kilometers from the house and the city center can be reached in less than 20 minutes by bus which stops below the house.<br /><br /><b>The space</b><br />The apartment consists of a living room, two spacious double bedrooms, a well-equipped kitchen, a bathroom with a bathtub, a closet and a corridor.<br /><br /><b>Guest access</b><br />Guests can share the living room, kitchen and bathroom.<br /><br /><b>Other things to note</b><br />In case of arrival after 6 p.m. do not worry about the time because you can directly take the house keys in the key box located on the right side of the front door. On the day of your arrival you will be no"
658442810449278004,55.961839528324944,-3.1726970416581186,2022-07-17,"Stylish and comfortable one bedroom traditional Edinburgh tenement flat in a popular and central area 20 minutes walk from Waverly train station and the city centre. Close to shops, cafes and restaurants on Easter Road and Leith Walk and a 15 minute walk to Holyrood Park in one direction and 15 minutes to Leith Shore in the other. There is also a bus stop 2 minutes from the flat where you can catch buses to anywhere in Edinburgh.<br /><br /><b>The space</b><br />This is a traditional old Edinburgh tenement flat with high ceilings and windows. The flat has an open plan kitchen living room with dining area and a desk if you need to do any work while you stay. The bedroom is spacious with a very comfy king size bed and there is a  bathroom with a toilet, sink and shower. The windows are double glazed so there is no noise from outside but due to the age of the building you can sometimes hear a wee bit of noise from neighbours going about their day and a few creaks from people walking aroun"
658471119216372467,55.9594665,-3.1855731,2024-02-18,"A rare find you will not be disappointed in this light and airy flat. Tucked away off Gayfield Square in a historic building, you are a short walk to The Playhouse and Princes Street. The rooms are all spacious and decorated to a high standard. There is also a separate dining room to relax and enjoy a glass of wine at the end of a busy day of sightseeing."
659116275278143533,55.937641874002686,-3.195982601630285,2022-07-17,"Situated in the heart of Edinburgh, this spacious double bedroom is located in a quiet setting with views onto the many trees in the large gardens at the rear of the property.  As the ‘Old Town’ is only 5-7 minutes walking distance away on the other side of the meadows this would make an ideal location for those who wish to explore all that the City has to offer."
659310391897907907,55.93686409999999,-3.2072034,2023-05-18,"A stones throw from the meadows and on multiple direct bus routes, this flat is connected to everything-Edinburgh. Located in the heart of the desirable neighbourhood of Bruntsfield, there are shops, cafes, and restaurants on your doorstep. The flat is a classic Edinburgh design and boasts spacious rooms. The Livingroom has been updated and there is a TV with netflix etc, have tried to add pics of this. On the first floor it is easily accessible and perfect for experiencing Edinburgh as a local!"
659892709923248864,55.96643,-3.17211,2024-02-18,"Welcome to my beautiful, tranquil and spacious flat in the heart of Leith.<br /><br />My apartment is newly decorated and fully stocked with everything you will need for your stay. It has been designed and curated to include all my favourite things for you to enjoy!<br /><br />A 10 minute walk to central Edinburgh, and a 2 minute walk from the tram stop,  the flat is well connected.<br /><br />The neighbourhood itself is gorgeous, trendy and hip - with lots of independent restaurants, coffee and brunch spots you can explore."
659966551936716006,55.97446545826508,-3.161582462489605,2024-02-19,Leith is a beautiful place to stay. We are located minutes walking distance from the shore where there are many restaurants and bars.<br /><br />There is a convenience store located a few minutes walk from the property.<br /><br />Located 20/30 minute walk from the town centre. Walking is recommended as Leith walk has much to offer although all passing buses on Leith walk will take you up to the city centre.<br /><br />We also live near to Leith Links Park which is great for chilling in the sunshine.
659983296947431511,55.96131863910902,-3.202459967365409,2022-07-17,"Stylish and newly renovated 1BR apartment in the heart of Edinburgh, New Town. This spacious property includes all the comforts of home in a truly unbeatable location on Henderson Row. Boasting a luxurious double bed,  a contemporary bathroom with a large shower + rainwater head, fully-equipped kitchen with modern appliances, WiFi, comfortable lounge room with 43"" Smart TV and a shared garden.  The perfect home base to explore all Edinburgh has to offer.<br /><br /><b>The space</b><br />Amenity Highlights:<br />-Shared garden<br />-Free WiFi<br />-24/7 guest support<br />-Professionally cleaned<br />-Hotel-quality bed linen and towels <br />-24/7 check-in as there is a lockbox with the keys<br /><br />Living room:<br />- Comfortable lounge area perfect for relaxing with your family whilst watching a film, cooking dinner or having a chat<br />- Doors open out onto garden<br />- Smart TV with streaming apps and free-to-air channels<br />-Dining table<br /><br />Kitchen: <br />- Generousl"
660164342059812239,55.95324,-3.28361,2024-07-21,"A quiet residential area with great links to the city centre. There is double bedroom for rent, with the living room also convertible into another bedroom. This will be a house share with myself. I will be at work 9-5/6pm.<br />It's about a 20-30 minute bus journey to the centre of Edinburgh. Large, south facing garden makes for lovely evenings and being close to a nature reserve makes it an ideal place to chill and watch the wildlife."
660182357435842557,55.98032204409712,-3.2295538529174794,2024-08-17,"This special place is located in a residential area and is an an excellent base for your stay.  Free on street parking & plenty bus transport links to the city centre including a 24h bus and a bus directly to the airport, both right in front of the property. <br /><br />Granton Harbour, Beach, Fish Market, Lighthouse and Royal Yacht Britannia are walking distance.<br /><br />There is also plenty of local corner shops, takeaways, a Bakery & Coffee and a Supermarket 3 minutes away."
660210617509854682,55.94233,-3.18174,2022-07-17,"The flat is very well located near The Royal Mile, tourist attractions, university's main campus, and shopping districts, lots of supermarket and restaurants around. It takes less than 5 mins to walk from the flat to George Square and 15 mins walking distance to Waverley Train Station. <br /><br />The flat is fully equipped and you are more than welcome to make use of the kitchen and living room (which has an amazing view to Arthur seat!!! same us the bedroom!)<br /><br />Room is perfect for single travellers."
660489173270976130,55.94185353582593,-3.2037499990177256,2022-07-17,"- Self check-in, arrive at any time<br />- My place is perfect for couples, solo adventurers, business travellers and groups<br />- Great bus transport connections<br />- Unlimited fiber optic internet available<br />- Watch netflix TV with family and friends from comfortable sofa<br />- The flat is close to Princes Street, Grassmarket, The Royal Mile, Edinburgh Castle.<br />- You’ll enjoy my place because of spacious rooms, fabulous decor, well-equipped & cosy rooms and the great location<br />Hide"
660514985556240545,55.94326,-3.27897,2022-09-13,"A two bedroom cozy home with separate dining and living rooms, a fully equipped kitchen, two toilets and private enclosed rear garden<br /><br /><b>The space</b><br />Welcome to our home! <br /> <br />The house has a characteristic front room with period features (bay window and fireplace) that's flooded with natural light.  <br /> <br />Two bedrooms (one with en-suite) allow a family of up to 5 to sleep very comfortably and a double sofa-bed in the lounge offers that extra bed if needed. The private enclosed rear garden is a sun trap in spring/summer and is the perfect spot to relax and chill out while enjoying an evening drink.  <br /> <br />The living room is designed for a relaxing evening after a busy day, with comfy sofas and a TV for light entertainment.  <br /> <br />Both modern bathrooms feature a shower, toilet, sink, and mirror, as well as complimentary toiletries and fresh towels. <br /> <br />  <br />Feel free to enjoy the use of the other amenities provided in our home, i"
660625754904675443,55.95896,-3.16777,2023-07-15,"Cute 1 bed apartment in central Edinburgh. 15 minute walk from Waverley station and princes street within walking distance to the buzzing centre of Leith. Located on a peaceful street within a quiet flat block. The flat has wifi, tv, washing machine, electric shower, central heating and a lovely spacious shared garden."
660770876140047510,55.956916426065305,-3.2075936141706927,2022-08-12,"With its cobbled streets, elegant Georgian architecture, lush green parks & gardens and abundant mix of independent shops & restaurants, Stockbridge is one of the city's most popular neighbourhoods. <br /> <br />This is a modern built flat in the heart of Stockbrige. <br /> <br />Guests will enjoy easy access to everything from this centrally located place.<br /><br /><b>The space</b><br />After you enter the front door, there is one door straight through to a bedroom and ensuite.  then its downstairs the the remainder of the accommodation,  consisting of 2 double bedrooms a bathroom, large living and dining room and a galley kitchen. <br /> <br />The flat has central heating and a fully fitted kitchen. <br /> <br />Steps away from the heart of Stockbridge's restaurants and bars, pretty cobbled streets and moments away from lovely green walks along the water of Leith.<br /><br /><b>Guest access</b><br />Code to main entrance and lock box by front door"
661677169461740092,55.95519,-3.14609,2022-07-17,"The whole group will enjoy easy access to everything from this centrally located place.<br />It is a short walk away from Arthur’s Seat and Portobello beach with excellent bus routes to go all throughout the city. <br /><br />The apartment is a stylish 2 bedroom, with a newly fitted bathroom and kitchen. The living area has a fresh and airy feel, perfect for relaxing after a long day of exploring."
661969384019577678,55.94706,-3.22042,2022-11-08,"Located 50 yards from both Edinburgh's Haymarket station and the tram line in the heart of the West End, this is a perfect spot from which to explore Edinburgh. Cafes and restaurants are on your doorstep and Princess Street is only a 12 minute walk. The room is a very spacious, en-suite. The kitchen and living room are extremely homely.  I will also be in the flat and I'm happy to answer any questions & so you can enjoy your stay!"
661972395095533992,55.96712,-3.16123,2024-07-21,Great location Leith and centrally-located place. 3nights
662034523178152808,55.934222,-3.174209,2024-02-19,"We love that this basement apartment used to be the servants quarters for the main house, a point you’ll struggle to believe when you see the standard on offer for guests.. A beautiful lower ground floor flat in one of Edinburgh’s finer suburbs, Newington with its own private entrance separate from the main house. Less than 30 minutes walk from the old town, with regular buses, this apartment is the ideal home away from home for a small family or small group of friends visiting Edinburgh.<br />The..."
662114463387308940,55.973745291900805,-3.171761780977249,2022-09-14,"Video… https://tinyurl.com/SunshineOnLeithFlat<br /><br />360Tour… https://tinyurl.com/SunshineOnLeith360<br /><br />Modern, two bedroom apartment with private parking in a peaceful, landscaped development in The Shore district of Leith.<br /><br />A perfect base to explore everything Edinburgh has to offer, not just the touristy parts! <br /><br />The Shore is a vibrant area with excellent bars and restaurants, quick links to the city centre and a wide selection of amenities right on your doorstep.<br /><br /><b>The space</b><br />Video… https://tinyurl.com/SunshineOnLeithFlat<br /><br />360 Tour… https://tinyurl.com/SunshineOnLeith360<br /><br />As a self-catering apartment, you'll find everything you need for a perfect stay. <br /><br />- Free unlimited and speedy Wi-Fi.<br /><br />- Fully equipped kitchen with Nespresso coffee machine, microwave, kettle, toaster and washing machine.<br /><br />- Living room with couch, armchair, coffee table, folding dining table and chairs, plus I"
662165868428133566,55.95690032180019,-3.1932787969708443,2025-01-20,"A beautiful top-floor apartment on one of Edinburgh's most stunning and historic streets, part of the UNESCO World Heritage New Town, built in 1810.<br /><br />Stunning views over the Firth of Forth from both bedrooms, with plenty of natural light and traditional wooden shutters.<br /><br />A comfortable modern interior with a large living room, two spacious bedrooms, a modern bathroom, and a well-equipped kitchen. Around a 10-minute walk from Edinburgh Waverley and Princes Street, and 15 minutes from the Old Town."
662297601095290386,55.9498,-3.13714,2022-07-17,"Two double bedroom flat with one bathroom, kitchen and living room. The kitchen has washing machine, oven, coffee machine and all appliances. The living room is spacious and it has dining table, sofas, tv and playstation. <br /><br />There is a Tesco store and a petrol station 2 min away walking. It only takes 15 min by bus to get to the city center Princes street (x7, x6, 113, 44, 4, 124). There is a bus every 5 min and night bus service (N106, N124)."
662678083963114438,55.94365216654156,-3.2031656970817104,2022-07-17,"This self catering large ground floor and main door apartment comes with two bedrooms and a bathroom situated in City Centre and can reach all major attractions by walk.<br /><br /><b>The space</b><br />This Self-catering apartment got one double bedroom, one very large bedroom, small lounge and a full bathroom having Bath Tub. . Also comes with a fully equipped Kitchen with an 4-seater dining table. Both Bedrooms and Lounge got an wall mounted SMART TV and DVD Player.<br /><br /><b>Guest access</b><br />Location can't be beaten - this apartment is within easy walking distance to all the major attractions including Edinburgh Castle, Prince Street shopping, Royal Mile, Grassmarket, Camera Obscura, St Giles Cathedral, Elephant House, and the Whiskey Experience are a mere yards away from the flat. The National Museum, National Art Gallery, Holyrood Palace and Arthur's Seat<br /><br />Most of local buses (including night services) has a stop within a 5 minutes walking distance, although se"
662863504011729110,55.9569955440642,-3.161567042120362,2022-08-12,"Stylish, bright ground floor apartment in a modern building. This special place is ideally situated  close to the heart of the city. It is walking distance to all major attractions including Holyrood Park (5 minutes walk away) and approximately 25 minutes walk to Waverley rail station. 1 x double bedroom, WC bath and shower, open plan living and kitchen area with a fully equipped kitchen and comfortable sofa. Outdoor dining space with sofa lounge area in a private south-facing sunny garden.<br /><br /><b>The space</b><br />Stylish, bright ground floor apartment in a modern building. <br />Outdoor dining space with sofa lounge area in a private south-facing sunny garden.<br /><br /><b>Guest access</b><br />Access to all of the apartment and private garden.<br /><br /><b>Other things to note</b><br />You cannot watch live TV in the flat although you may use the TV to watch on-demand services via your own Netflix account etc."
663006037964618339,55.9794218,-3.1879987,2022-07-17,"Enjoy home comforts and cosy decor at this peaceful place by Newhaven harbour, just 10 mins walk from Leith Shore.<br /><br />Close enough to Edinburgh's beautiful city centre for you to walk, cycle, or bus in, and far enough from the hustle and bustle to relax and unwind after a day in town.<br /><br />This one bedroom apartment is close to Newhaven harbour, with its lovely selection of bars, restaurants, and coffee shops, right next to the cycle path, and a short walk from Wardie Bay if you fancy a swim."
663043534370321599,55.9440197522844,-3.180782797405153,2022-07-17,"The whole group will enjoy easy access to everything from this centrally located place. A short 5-10 minute walk to Arthur seat. High street just a 10-15 minute walk along with Meadows, the Parliament, Holyrood palace and old town all half a mile away.<br />3 bedroom spacious ground floor flat with fully equipped kitchen, microwave, gas oven, fridge freezer, kettle, toaster with pots and pans and utensils.<br />Family bathroom with electric shower<br />Living room/dining with views to Arthur seat.<br />Double beds.<br /><br /><b>The space</b><br />Spacious ground floor 3 bedroom flat with 2 rooms built in wardrobe. Each room has double beds with living room/dining with views to Arthur seat and sofa bed. Kitchen fully equipped for cooking and electric shower with bath. Bright and airy flat. Home from home. Parking permit for guests can be purchased at additional charge of £50 for 2 nights located behind the home for residents of the block only used with only a permit displayed otherwise"
663208761208973330,55.95888169299866,-3.184798579776917,2022-09-13,"**Couronnes Suite by Bonjour Residences, by experienced 5* hosts**<br /><br />Perfect for workcations, group & family trips and business trips for up to 6 people<br /><br />In light of COVID-19, we have implemented the following measures:<br />✓ Strict cleaning protocols following the Association of Scotland's Self-Caterers (ASSC) focusing on high-touch areas<br />✓ Free masks & hand sanitizer<br /><br /><b>The space</b><br />Location, location location!<br /><br />Just off leafy Gayfield Square, one of the most desirable areas in all of Edinburgh, the Couronnes Suite by Bonjour Residences is a bright, inviting apartment for families and professionals. <br /><br />LOCATION:<br />✓ Excellent City Centre Location<br />✓ 2 minutes walk from the new St. James Quarter<br />✓ 5 minutes walk from Princes Street<br /><br />THE SPACE:<br />✓ Fully-furnished 3 bedroom apartment on the 2nd floor<br />✓ 3 Spacious double bedrooms<br />✓ Spacious, bright living room with a dining area <br />✓ Kitch"
663554283344450997,55.9596,-3.18,2024-02-19,"A deluxe, stunning 3-bedroom 3-storey apartment with  private entrance located on a quiet street in Edinburgh's city center.  You will enjoy easy access to everything from this centrally located place.<br /><br />- Ideally located on a quiet street in central Edinburgh - Windsor Street Lane<br />-  Short walking distance to many iconic attractions in Edinburgh. <br />- Excellent transport links.<br />- Beautiful interiors and finishes.<br />- Fully-equipped kitchen.<br />- Restaurants, shops and sights nearby."
663625749789931605,55.95637,-3.21182,2024-06-19,"✔ Gorgeous flat, ideally based in Stockbridge <br />✔ 670 ft2 / 62 m2 <br />✔ 1 bedroom <br />✔ 1 bathroom <br />✔ Well-equipped kitchen with all necessary appliances <br />✔ Front patio with outdoor furniture <br />✔ 5-minute walk to Stockbridge Market <br />✔ 8-minute walk to Circus Lane <br />✔ 12-minute walk to Royal Botanic Garden <br />✔ An extensive area guide is provided, and we are available 24/7 <br />✔ Essentials, linens, towels, and WiFi are provided"
663674940284004796,55.93173,-3.23685,2022-08-12,"My one bedroom apartment is ideally located on slateford road, within walking distance of both Haymarket and slateford train station. There are plenty of supermarkets in close proximity, and it is also within walking distance of fountain park entertainment hub. There is a bus stop outside the apartment which has an excellent and frequent bus service into prince's street. If you need some green space during your stay, Harrison Park and the union canal offer lovely walks.<br /><br /><b>The space</b><br />The apartment building is a renovated brewery, with a lift and free allocated parking. The apartment can be  accessed via the main secure gate, or the gate via the car park.<br /><br /><b>Guest access</b><br />Entire apartment<br /><br /><b>Other things to note</b><br />The apartment includes a free, allocated parking space. It also has a lift, and a rubbish chute for convenience."
663751330572347969,55.95946,-3.18373,2023-04-16,"Bright double bedroom for a solo guest in the New Town/Broughton area. A perfect base to make the most of Edinburgh. Just ten minutes walk from Edinburgh Waverley train station, only a few minutes walk from Broughton Street and Leith Walk, and around 15 minutes walk to George Street and Old Town. Also a few minutes walk from a tram stop connecting to the airport (from June 23). The new St James Quarter and a huge selection of cafés, restaurants, and bars are all reached in less than 10 minutes.<br /><br /><b>The space</b><br />A freshly decorated double room in a first floor flat in a modern development. The room has a double bed, built-in wardrobe, desk & chair, and full length mirror. Guests also have exclusive access to a modern bathroom. Bedding, towels, and hot beverage facilities are provided.<br /><br /><b>Guest access</b><br />Guests have access to their own bathroom, halls, and shared garden space. <br /><br />The flat's open plan living, kitchen, and dining area are NOT AVAIL"
664404748725636512,55.96663,-3.17579,2022-07-17,"Ground floor, street and busy alfresco cafe view, this stunning, cozy, home from home apartment offers you everything you require to have an unforgettable visit to the capital of Scotland. <br /><br />10 - 15 minutes walk to Edinburgh City centre <br />15-20 minute walk to Edinburgh Castle <br />Fantastic cafe's, restaurant, bars and shops on your door step. <br />Parking for multiple cars <br />Ground floor with large bay windows <br />Bike hire shop next door<br />10 minutes drive to the sandy Portableo beach <br />Free Wifi<br /><br /><b>The space</b><br />Ground floor, street and busy alfresco cafe view, this stunning, cozy, home from home apartment offers you everything you require to have an unforgettable visit to the capital of Scotland. <br /><br />10 - 15 minutes walk to Edinburgh City centre <br />15-20 minute walk to Edinburgh Castle <br />Fantastic cafe's, restaurant, bars and shops on your door step. <br />Parking for multiple cars <br />Ground floor with large bay windows"
664466670303416931,55.96726129927028,-3.1889084233478977,2022-07-17,A newly furnished 2 bedroom space  with all the modern amenities for family or group of friends to experience this great city. Flat is spacious and cosy. Flat is well connected to the rest of city by bus.<br />Amenities:<br />-10 mins walk to princess street<br />-Free wifi<br />-24/7 support<br />-24/7 self check-in with lockbox<br />-Comfortable living room area<br />-Sofa bed included<br />Dining area in kitchen and kitchen is well equipped<br />-Bedroom with En-suite bathroom <br /><br />Guest will have full access to properly during their stay
664932100034827772,55.91837,-3.1395,2022-07-17,Fully furnished one bedroom home with private garden and driveway
